기준일,검체채취 가능여부,시도,시군구,의료기관명,주소,평일 운영시간,토요일 운영시간,일요일/공휴일 운영시간,대표 전화번호, 주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
2021년 01월 13일 12시,○,강원,원주시,원주시보건소,강원 원주시 일산동 211,09:00 ~ 16:00,10:00 ~ 15:00,10:00 ~ 12:00,033-737-4065, 강원 원주시 일산동 211,127.94673,37.351574,정좌표,공개용버전 미지원,구주소,미지원,미지원,26417
2021년 01월 13일 12시,○,강원,원주시,연세대학교 원주세브란스기독병원,강원 원주시 일산로 20,09:00 ~ 17:30,미운영,미운영,033-741-1641, 강원 원주시 일산로 20,127.94592,37.34879,정좌표,공개용버전 미지원,새주소,미지원,미지원,26426
2021년 01월 13일 12시,○,강원,원주시,원주의료원,강원 원주시 서원대로 387,09:00 ~ 17:30,미운영,미운영,033-760-4701, 강원 원주시 서원대로 387,127.948639,37.333076,정좌표,공개용버전 미지원,새주소,미지원,미지원,26448
2021년 01월 13일 12시,○,강원,인제군,인제군보건소,강원 인제군 인제읍 남북리 789-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-461-2425, 강원 인제군 인제읍 남북리 789-1,128.168499,38.063261,정좌표,공개용버전 미지원,구주소,미지원,미지원,24633
2021년 01월 13일 12시,○,강원,정선군,정선군보건소,강원 정선군 정선읍 녹송로 33,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,033-560-2739, 강원 정선군 정선읍 녹송로 33,128.671397,37.379976,정좌표,공개용버전 미지원,새주소,미지원,미지원,26127
2021년 01월 13일 12시,○,강원,정선군,근로복지공단정선병원,강원도 정선군 정선읍 봉양1길 146,08:30 ~ 17:30,08:30 ~ 17:30,08:30 ~ 17:30,033-560-7110, 강원도 정선군 정선읍 봉양1길 146,128.658518,37.381832,인근좌표,공개용버전 미지원,새주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,강원,철원군,철원군보건소,강원 철원군 갈말읍 군탄리 960-2,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,033-450-5950, 강원 철원군 갈말읍 군탄리 960-2,127.302848,38.14815,정좌표,공개용버전 미지원,구주소,미지원,미지원,24037
2021년 01월 13일 12시,○,강원,철원군,철원병원,강원도 철원군 갈말읍 명성로 208,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,033-450-3300, 강원도 철원군 갈말읍 명성로 208,127.308237,38.150236,정좌표,공개용버전 미지원,새주소,미지원,미지원,24034
2021년 01월 13일 12시,○,강원,춘천시,춘천시보건소,강원 춘천시 중앙로3가 67,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-250-4688, 강원 춘천시 중앙로3가 67,127.720343,37.875594,정좌표,공개용버전 미지원,구주소,미지원,미지원,24358
2021년 01월 13일 12시,○,강원,춘천시,강원대학교병원,강원 춘천시 백령로 156,08:30 ~ 17:00,00:00 ~ 24:00,00:00 ~ 24:00,033-258-2293, 강원 춘천시 백령로 156,127.74458,37.874892,정좌표,공개용버전 미지원,새주소,미지원,미지원,24289
2021년 01월 13일 12시,○,강원,춘천시,한림대학교춘천성심병원,강원도 춘천시 삭주로 77,08:30 ~ 17:00,08:30 ~ 12:00,미운영,033-240-5219, 강원도 춘천시 삭주로 77,127.740035,37.884298,정좌표,공개용버전 미지원,새주소,미지원,미지원,24253
2021년 01월 13일 12시,○,강원,태백시,태백시보건소,강원 태백시 황지동 20-8,08:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,033-552-4000, 강원 태백시 황지동 20-8,128.992363,37.17666,정좌표,공개용버전 미지원,구주소,미지원,미지원,26027
2021년 01월 13일 12시,○,강원,태백시,근로복지공단태백병원,강원도 태백시 보드미길8,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,033-580-3119, 강원도 태백시 보드미길8,129.004375,37.104029,정좌표,공개용버전 미지원,새주소,미지원,미지원,26052
2021년 01월 13일 12시,○,강원,홍천군,홍천군보건소,강원 홍천군 홍천읍 희망리 350 홍천군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-430-4024, 강원 홍천군 홍천읍 희망리 350 홍천군보건소,127.876983,37.690166,정좌표,공개용버전 미지원,구주소,미지원,미지원,25135
2021년 01월 13일 12시,○,강원,홍천군,홍천아산병원,홍천군 산림공원 1길 17,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,033-430-5119, 홍천군 산림공원 1길 17,127.894625,37.690661,정좌표,공개용버전 미지원,새주소,미지원,미지원,25131
2021년 01월 13일 12시,○,강원,횡성군,횡성군보건소,강원 횡성군 횡성읍 읍하리 598 횡성보건소,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,033-340-5707, 강원 횡성군 횡성읍 읍하리 598 횡성보건소,127.984437,37.487164,정좌표,공개용버전 미지원,구주소,미지원,미지원,25234
2021년 01월 13일 12시,○,강원,횡성군,횡성대성병원,강원도 횡성군 횡성읍 횡성로275,09:00 ~ 17:00,미운영,미운영,033-343-0901, 강원도 횡성군 횡성읍 횡성로275,127.97986,37.478369,정좌표,공개용버전 미지원,새주소,미지원,미지원,25240
2021년 01월 13일 12시,○,강원,평창군,평창군보건의료원,강원 평창군 평창읍 하리 233 평창군보건의료원,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-330-4800, 강원 평창군 평창읍 하리 233 평창군보건의료원,128.390864,37.369026,정좌표,공개용버전 미지원,구주소,미지원,미지원,25374
2021년 01월 13일 12시,○,강원,화천군,화천군보건의료원,강원 화천군 화천읍 중리 242-4 화천군보건의료원 화천보건의료원 화천군보건의료원,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-442-4424, 강원 화천군 화천읍 중리 242-4 화천군보건의료원 화천보건의료원 화천군보건의료원,127.709109,38.107296,정좌표,공개용버전 미지원,구주소,미지원,미지원,24119
2021년 01월 13일 12시,○,충북,괴산군,괴산군보건소,충북 괴산군 괴산읍 동부리 641 괴산군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-832-4000, 충북 괴산군 괴산읍 동부리 641 괴산군보건소,127.796427,36.807939,정좌표,공개용버전 미지원,구주소,미지원,미지원,28033
2021년 01월 13일 12시,○,충북,괴산군,괴산성모병원,충북 괴산군 괴산읍 임꺽정로 116,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-830-5400, 충북 괴산군 괴산읍 임꺽정로 116,127.784346,36.815614,정좌표,공개용버전 미지원,새주소,미지원,미지원,28027
2021년 01월 13일 12시,○,충북,단양군,단양군보건소,충북 단양군 단양읍 상진리 84 단양군 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-420-3201, 충북 단양군 단양읍 상진리 84 단양군 보건소,128.350267,36.981641,정좌표,공개용버전 미지원,구주소,미지원,미지원,27013
2021년 01월 13일 12시,○,충북,단양군,단양군립노인요양병원,충북 단양군 단양읍 별곡6길 10,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,043-423-8844, 충북 단양군 단양읍 별곡6길 10,128.368772,36.987136,정좌표,공개용버전 미지원,새주소,미지원,미지원,27010
2021년 01월 13일 12시,○,충북,보은군,보은군보건소,충북 보은군 보은읍 삼산리 170-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-540-5613, 충북 보은군 보은읍 삼산리 170-2,127.716199,36.48661,정좌표,공개용버전 미지원,구주소,미지원,미지원,28943
2021년 01월 13일 12시,○,충북,보은군,보은한양병원,충북 보은군 보은읍 보은로 102,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-544-1500, 충북 보은군 보은읍 보은로 102,127.718242,36.48328,정좌표,공개용버전 미지원,새주소,미지원,미지원,28949
2021년 01월 13일 12시,○,충북,영동군,영동군보건소,충북 영동군 영동읍 매천리 444-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-740-5612, 충북 영동군 영동읍 매천리 444-1,127.775984,36.168484,정좌표,공개용버전 미지원,구주소,미지원,미지원,29150
2021년 01월 13일 12시,○,충북,영동군,영동병원,충북 영동군 영동읍 대학로 106,08:30 ~ 24:00,08:30 ~ 24:00,08:30 ~ 24:00,043-740-9000, 충북 영동군 영동읍 대학로 106,127.780995,36.185194,정좌표,공개용버전 미지원,새주소,미지원,미지원,29134
2021년 01월 13일 12시,○,충북,옥천군,옥천군보건소,충북 옥천군 옥천읍 삼양리 161-45 관공서(옥천군보건소),09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,043-730-2112, 충북 옥천군 옥천읍 삼양리 161-45 관공서(옥천군보건소),127.570283,36.304176,정좌표,공개용버전 미지원,구주소,미지원,미지원,29032
2021년 01월 13일 12시,○,충북,옥천군,옥천성모병원,충북 옥천군 옥천읍 성왕로 1195,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-730-7000, 충북 옥천군 옥천읍 성왕로 1195,127.572044,36.313979,정좌표,공개용버전 미지원,새주소,미지원,미지원,29031
2021년 01월 13일 12시,○,충북,음성군,음성군보건소,충북 음성군 음성읍 읍내리 406-4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-872-2136, 충북 음성군 음성읍 읍내리 406-4,127.688819,36.928563,정좌표,공개용버전 미지원,구주소,미지원,미지원,27705
2021년 01월 13일 12시,○,충북,음성군,금왕태성병원,음성군 금왕읍 음성로1230번길 10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-883-8800, 음성군 금왕읍 음성로1230번길 10,127.598433,36.99751,정좌표,공개용버전 미지원,새주소,미지원,미지원,27627
2021년 01월 13일 12시,○,충북,제천시,제천시보건소,충청북도 제천시 청전동 110,09:00 ~ 18:00,10:00 ~ 17:00,10:00 ~ 17:00,043-641-3821, 충청북도 제천시 청전동 110,128.2156,37.149233,정좌표,공개용버전 미지원,구주소,미지원,미지원,27152
2021년 01월 13일 12시,○,충북,제천시,제천 서울병원,충청북도 제천시 숭문로 57,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-642-7609, 충청북도 제천시 숭문로 57,128.20616,37.138733,정좌표,공개용버전 미지원,새주소,미지원,미지원,27170
2021년 01월 13일 12시,○,충북,제천시,명지병원(제천),충북 제천시 내토로 991,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-640-8373, 충북 제천시 내토로 991,128.233949,37.163508,정좌표,공개용버전 미지원,새주소,미지원,미지원,27140
2021년 01월 13일 12시,○,충북,증평군,증평군보건소,충북 증평군 증평읍 내성리 57-2 증평군보건소,09:00 ~ 18:00,09:00 ~ 18:00,미운영,043-835-4220, 충북 증평군 증평읍 내성리 57-2 증평군보건소,127.586762,36.774349,정좌표,공개용버전 미지원,구주소,미지원,미지원,27948
2021년 01월 13일 12시,○,충북,진천군,진천군보건소,충북 진천군 진천읍 벽암리 570 진천군보건소 본관,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-539-7334, 충북 진천군 진천읍 벽암리 570 진천군보건소 본관,127.43963,36.860638,정좌표,공개용버전 미지원,구주소,미지원,미지원,27831
2021년 01월 13일 12시,○,충북,진천군,건명의료재단 진천성모병원,진천읍 중앙북로 36,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-533-1710, 진천읍 중앙북로 36,127.435463,36.855374,시군구 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,충북,청주시,청주시상당보건소,충북 청원군 남일면 효촌리 92-2,08:00 ~ 17:00,08:00 ~ 17:00,08:00 ~ 17:00,043-201-3143, 충북 청원군 남일면 효촌리 92-2,127.505405,36.588247,정좌표,공개용버전 미지원,구주소,미지원,미지원,28806
2021년 01월 13일 12시,○,충북,청주시,청주한국병원,충청북도 청주시 상당구 단재로 106,08:30 ~ 17:00,미운영,미운영,043-222-7000, 충청북도 청주시 상당구 단재로 106,127.496372,36.619725,정좌표,공개용버전 미지원,새주소,미지원,미지원,28713
2021년 01월 13일 12시,○,충북,청주시,청주효성병원,충청북도 청주시 상당구 쇠내로 16,09:00 ~ 17:00,미운영,미운영,043-221-5000, 충청북도 청주시 상당구 쇠내로 16,127.495436,36.624452,정좌표,공개용버전 미지원,새주소,미지원,미지원,28736
2021년 01월 13일 12시,○,충북,청주시,청주시흥덕보건소,충북 청주시 흥덕구 비하동(강서제1동) 792 흥덕구 보건소 흥덕보건소,9:0 ~ 18:0,9:0 ~ 13:0,9:0 ~ 13:0,"043-201-3342,3326", 충북 청주시 흥덕구 비하동(강서제1동) 792 흥덕구 보건소 흥덕보건소,127.426522,36.630088,정좌표,공개용버전 미지원,구주소,미지원,미지원,28365
2021년 01월 13일 12시,○,충북,청주시,한마음의료재단하나병원,충북 청주시 흥덕구 2순환로 1262,09:30 ~ 16:30,09:30 ~ 10:30,미운영,043-230-6191, 충북 청주시 흥덕구 2순환로 1262,127.430561,36.623565,정좌표,공개용버전 미지원,새주소,미지원,미지원,28378
2021년 01월 13일 12시,○,충북,청주시,베스티안병원,충청북도 흥덕구 오송읍 오송생명1로 191,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-904-8744, 충청북도 흥덕구 오송읍 오송생명1로 191,127.321641,36.636431,정좌표,공개용버전 미지원,새주소,미지원,미지원,28161
2021년 01월 13일 12시,○,충북,청주시,청주시서원보건소,충북 청주시 서원구 사직동(사직1동) 888 서원구청 지하1층 서원보건소,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,043-201-3242, 충북 청주시 서원구 사직동(사직1동) 888 서원구청 지하1층 서원보건소,127.469856,36.637246,정좌표,공개용버전 미지원,구주소,미지원,미지원,28565
2021년 01월 13일 12시,○,충북,청주시,충청북도 청주의료원,충북 청주시 서원구 흥덕로 48,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-279-0400, 충북 청주시 서원구 흥덕로 48,127.473357,36.640443,정좌표,공개용버전 미지원,새주소,미지원,미지원,28547
2021년 01월 13일 12시,○,충북,충주시,충주시보건소,충북 충주시 문화동 1655 충주시 건강복지타운 충주시 보건소,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,043-850-0460, 충북 충주시 문화동 1655 충주시 건강복지타운 충주시 보건소,127.927971,36.97124,정좌표,공개용버전 미지원,구주소,미지원,미지원,27408
2021년 01월 13일 12시,○,충북,충주시,건국대학교충주병원,충북 충주시 국원대로82,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-840-8330, 충북 충주시 국원대로82,127.928817,36.978892,정좌표,공개용버전 미지원,새주소,미지원,미지원,27376
2021년 01월 13일 12시,○,충북,충주시,충주의료원,충북 충주시 안림로239-50,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-871-0118, 충북 충주시 안림로239-50,127.970343,36.979495,정좌표,공개용버전 미지원,새주소,미지원,미지원,27486
2021년 01월 13일 12시,○,충북,청주시,청주시청원보건소,충청북도 청주시 청원구 오창읍 각리 639-1,09:00 ~ 18:00,09:00 ~ 13:00,13:00 ~ 18:00,043-201-3442, 충청북도 청주시 청원구 오창읍 각리 639-1,127.431289,36.710092,정좌표,공개용버전 미지원,구주소,미지원,미지원,28125
2021년 01월 13일 12시,○,충북,청주시,청주성모병원,청주시 청원구 주성로173-19,09:00 ~ 16:00,미운영,미운영,043-219-8000, 청주시 청원구 주성로173-19,127.485939,36.673941,정좌표,공개용버전 미지원,새주소,미지원,미지원,28323
2021년 01월 13일 12시,○,충남,계룡시,계룡시보건소,충남 계룡시 금암동 10-5 계룡시보건소,09:30 ~ 16:00,09:30 ~ 16:00,09:30 ~ 16:00,042-840-3507, 충남 계룡시 금암동 10-5 계룡시보건소,127.250059,36.273072,정좌표,공개용버전 미지원,구주소,미지원,미지원,32823
2021년 01월 13일 12시,○,충남,공주시,공주시보건소,충남 공주시 교동 120 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-840-8600, 충남 공주시 교동 120 보건소,127.120828,36.45733,정좌표,공개용버전 미지원,구주소,미지원,미지원,32542
2021년 01월 13일 12시,○,충남,공주시,공주의료원,충남 공주시 무령로 77,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,041-962-1111, 충남 공주시 무령로 77,127.109497,36.458886,정좌표,공개용버전 미지원,새주소,미지원,미지원,32535
2021년 01월 13일 12시,○,충남,금산군,금산군보건소,충남 금산군 금산읍 중도리 203-1  금산군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-751-6157, 충남 금산군 금산읍 중도리 203-1  금산군보건소,127.49161,36.1126,정좌표,공개용버전 미지원,구주소,미지원,미지원,32726
2021년 01월 13일 12시,○,충남,논산시,논산시보건소,충남 논산시 관촉동(취암동) 327-2,09:00 ~ 18:00,09:0 ~ 18:00,09:00 ~ 18:00,041-746-8042, 충남 논산시 관촉동(취암동) 327-2,127.102526,36.195585,정좌표,공개용버전 미지원,구주소,미지원,미지원,32993
2021년 01월 13일 12시,○,충남,논산시,의료법인백제병원,충남 논산시 시민로294번길 14,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59,041-730-8882, 충남 논산시 시민로294번길 14,127.094467,36.192424,정좌표,공개용버전 미지원,새주소,미지원,미지원,32980
2021년 01월 13일 12시,○,충남,당진시,당진시보건소,충청남도 당진시 채운동 1040,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-360-6004, 충청남도 당진시 채운동 1040,126.629957,36.887287,정좌표,공개용버전 미지원,구주소,미지원,미지원,31777
2021년 01월 13일 12시,○,충남,당진시,당진종합병원,당진시 반촌로 5-15,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,070-7332-8248, 당진시 반촌로 5-15,126.684058,36.904479,정좌표,공개용버전 미지원,새주소,미지원,미지원,31764
2021년 01월 13일 12시,○,충남,보령시,보령시보건소,충남 보령시 남포면 봉덕리 39-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-930-0900, 충남 보령시 남포면 봉덕리 39-1,126.601958,36.324306,정좌표,공개용버전 미지원,구주소,미지원,미지원,33493
2021년 01월 13일 12시,○,충남,보령시,보령아산병원,보령시 죽성로 136,09:00 ~ 17:00,미운영,미운영,041-930-5333, 보령시 죽성로 136,126.623641,36.380656,정좌표,공개용버전 미지원,새주소,미지원,미지원,33428
2021년 01월 13일 12시,○,충남,부여군,부여군보건소,충청남도 부여군 부여읍 구아리 137-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-830-8600, 충청남도 부여군 부여읍 구아리 137-2,126.909979,36.282947,인근좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,충남,부여군,건양대학교 부여병원,부여군 부여읍 계백로 200,06:00 ~ 22:00,06:00 ~ 22:00,06:00 ~ 22:00,041-837-1200, 부여군 부여읍 계백로 200,126.902097,36.275115,정좌표,공개용버전 미지원,새주소,미지원,미지원,33169
2021년 01월 13일 12시,○,충남,부여군,성요셉연합의원,부여군 부여읍 사비로 78,08:00 ~ 17:00,08:00 ~ 12:00,미운영,041-835-7582, 부여군 부여읍 사비로 78,126.910861,36.279539,정좌표,공개용버전 미지원,새주소,미지원,미지원,33151
2021년 01월 13일 12시,○,충남,서산시,서산시보건소,충남 서산시 예천동(석남동) 496-1 서산시보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-661-8100, 충남 서산시 예천동(석남동) 496-1 서산시보건소,126.444501,36.774431,정좌표,공개용버전 미지원,구주소,미지원,미지원,31997
2021년 01월 13일 12시,○,충남,서산시,충청남도서산의료원,충청남도 서산시 중앙로 149,09:00 ~ 12:00,미운영,미운영,041-689-7119, 충청남도 서산시 중앙로 149,126.465377,36.775729,정좌표,공개용버전 미지원,새주소,미지원,미지원,32001
2021년 01월 13일 12시,○,충남,서천군,서천군보건소,충남 서천군 서천읍 군사리 799 서천군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-950-6940, 충남 서천군 서천읍 군사리 799 서천군보건소,126.689615,36.082198,정좌표,공개용버전 미지원,구주소,미지원,미지원,33638
2021년 01월 13일 12시,○,충남,서천군,서해병원,충남 서천군 서천읍 서천로 184,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,041-951-8282, 충남 서천군 서천읍 서천로 184,126.687778,36.084494,정좌표,공개용버전 미지원,새주소,미지원,미지원,33635
2021년 01월 13일 12시,○,충남,아산시,아산시보건소,충남 아산시 모종동   573-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-536-8538, 충남 아산시 모종동   573-2,127.014414,36.782681,정좌표,공개용버전 미지원,구주소,미지원,미지원,31521
2021년 01월 13일 12시,○,충남,아산시,아산충무병원,충남 아산시 문화로 381,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,041-536-6666, 충남 아산시 문화로 381,127.01977,36.779148,정좌표,공개용버전 미지원,새주소,미지원,미지원,31528
2021년 01월 13일 12시,○,충남,아산시,현대병원,충남 아산시 시민로 388,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,041-546-3636, 충남 아산시 시민로 388,127.000987,36.783128,정좌표,공개용버전 미지원,새주소,미지원,미지원,31513
2021년 01월 13일 12시,○,세종,세종특별자치시,세종특별자치시보건소,세종특별자치시 조치원읍 건강길 16,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 18:00,044-301-2000, 세종특별자치시 조치원읍 건강길 16,127.296493,36.605618,정좌표,공개용버전 미지원,새주소,미지원,미지원,30023
2021년 01월 13일 12시,○,세종,세종특별자치시,세종 충남대학교병원,세종특별자치시 보듬7로20 세종충남대학교병원,08:30 ~ 17:30,미운영,미운영,044-995-3400(~2), 세종특별자치시 보듬7로20 세종충남대학교병원,127.257937,36.519517,정좌표,공개용버전 미지원,새주소,미지원,미지원,30099
2021년 01월 13일 12시,○,충남,예산군,예산군보건소,충남 예산군 예산읍 예산리 777 예산군청 예산군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-339-6062, 충남 예산군 예산읍 예산리 777 예산군청 예산군보건소,126.845247,36.681068,정좌표,공개용버전 미지원,구주소,미지원,미지원,32435
2021년 01월 13일 12시,○,충남,예산군,예산종합병원,충남 예산군 예산읍 금오대로 94,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,041-330-4000, 충남 예산군 예산읍 금오대로 94,126.837903,36.691027,정좌표,공개용버전 미지원,새주소,미지원,미지원,32432
2021년 01월 13일 12시,○,충남,천안시,천안시서북구보건소,"천안시 서북구 번영로 156, 봉서홀 계단 아래",9:00 ~ 18:00,9:00 ~ 18:00,9:00 ~ 18:00,041-521-2661," 천안시 서북구 번영로 156, 봉서홀 계단 아래",127.114033,36.814825,정좌표,공개용버전 미지원,새주소,미지원,미지원,31162
2021년 01월 13일 12시,○,충남,천안시,의료법인 영서의료재단 천안충무병원,충청남도 천안시 서북구 다가말3길 8,8:30 ~ 17:30,8:30 ~ 13:00,00:00 ~ 24:00,041-570-7555, 충청남도 천안시 서북구 다가말3길 8,127.13149,36.797408,정좌표,공개용버전 미지원,새주소,미지원,미지원,31181
2021년 01월 13일 12시,○,충남,천안시,학교법인동은학원 순천향대학교부속천안병원,충청남도 천안시 동남구 순천향6길 31,9:00 ~ 17:00,9:00 ~ 12:30,미운영,1577-7523, 충청남도 천안시 동남구 순천향6길 31,127.136402,36.803004,정좌표,공개용버전 미지원,새주소,미지원,미지원,31151
2021년 01월 13일 12시,○,충남,천안시,충청남도천안의료원,충청남도 천안시 동남구 충절로 537,9:00 ~ 17:00,09:00 ~ 18:00,09:00 ~ 18:00,041-570-7033, 충청남도 천안시 동남구 충절로 537,127.179405,36.775282,정좌표,공개용버전 미지원,새주소,미지원,미지원,31071
2021년 01월 13일 12시,○,충남,천안시,단국대학교의과대학부속병원,충남 천안시 동남구 망향로 201,9:00 ~ 17:00,09:00 ~ 15:00,09:00 ~ 15:00,041-550-6866, 충남 천안시 동남구 망향로 201,127.173137,36.84252,정좌표,공개용버전 미지원,새주소,미지원,미지원,31116
2021년 01월 13일 12시,○,충남,천안시,천안우리병원,충청남도 천안시 동남구 남부대로 350 (청당동,8:00 ~ 17:00,8:00 ~ 12:00,미운영,041-590-9000, 충청남도 천안시 동남구 남부대로 350 (청당동,127.155817,36.78102,정좌표,공개용버전 미지원,새주소,미지원,미지원,31211
2021년 01월 13일 12시,○,충남,천안시,천안시동남구보건소,충남 천안시 동남구 문화동 112-14,9:0 ~ 18:0,9:0 ~ 18:0,9:0 ~ 18:0,041-521-2661, 충남 천안시 동남구 문화동 112-14,127.151179,36.807454,정좌표,공개용버전 미지원,구주소,미지원,미지원,31131
2021년 01월 13일 12시,○,충남,홍성군,홍성군보건소,충남 홍성군 홍성읍 문화로106,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-632-2588, 충남 홍성군 홍성읍 문화로106,126.662985,36.596707,정좌표,공개용버전 미지원,새주소,미지원,미지원,32236
2021년 01월 13일 12시,○,충남,홍성군,홍성의료원,충남 홍성군 홍성읍 조양로 224,08:30 ~ 17:30,미운영,미운영,041-630-6119, 충남 홍성군 홍성읍 조양로 224,126.674416,36.598763,정좌표,공개용버전 미지원,새주소,미지원,미지원,32232
2021년 01월 13일 12시,○,충남,청양군,청양군보건의료원,충남 청양군 청양읍,08:30 ~ 17:30,미운영,미운영,041-940-4515, 충남 청양군 청양읍,126.790181,36.448822,법정동 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,충남,태안군,태안군보건의료원,충남 태안군 태안읍 평천리 698-6,00:01 ~ 24:00,00:01 ~ 24:00,00:01 ~ 24:00,041-671-5224, 충남 태안군 태안읍 평천리 698-6,126.323306,36.751753,정좌표,공개용버전 미지원,구주소,미지원,미지원,32148
2021년 01월 13일 12시,○,전북,고창군,고창군보건소,전북 고창군 고창읍 율계리 101(전봉준로 90),09:00 ~ 22:00,미운영,미운영,063-560-8716, 전북 고창군 고창읍 율계리 101(전봉준로 90),126.683249,35.443712,정좌표,공개용버전 미지원,구주소,미지원,미지원,56442
2021년 01월 13일 12시,○,전북,고창군,고창병원,전북 고창군 고창읍 화신1길 9,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-560-5600, 전북 고창군 고창읍 화신1길 9,126.693357,35.436422,정좌표,공개용버전 미지원,새주소,미지원,미지원,56436
2021년 01월 13일 12시,○,전북,군산시,군산시보건소,전북 군산시 수송동 851-1,9:00 ~ 18:00,09:00 ~ 18:00,9:00 ~ 18:00,063-463-4000, 전북 군산시 수송동 851-1,126.720273,35.964656,정좌표,공개용버전 미지원,구주소,미지원,미지원,54091
2021년 01월 13일 12시,○,전북,군산시,군산의료원,전라북도 군산시 의료원로27,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-472-5119, 전라북도 군산시 의료원로27,126.711712,35.954587,정좌표,공개용버전 미지원,새주소,미지원,미지원,54105
2021년 01월 13일 12시,○,전북,군산시,동군산병원,전라북도 군산시 149,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-440-0516, 전라북도 군산시 149,126.736811,35.967616,시군구 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
