종교분류,종교단체명,소재지도로명주소,소재지지번주소,전화번호
기독교,새샘교회,"전라북도 군산시 대학로 248, 2층",전라북도 군산시 나운동744-3번지 2층,063-465-9038
기독교,늘사랑교회,전라북도 군산시 하신안길 64,전라북도 군산시 나운동567-1번지 ,063-462-5511
기독교,주영광교회,전라북도 군산시 공단대로460,전라북도 군산시 나운동806-7번지 ,070-8803-2255
기독교,새만금교회,"전라북도 군산시 하나운안1길 40, 202호",전라북도 군산시 나운동835번지 주공3차아파트 202호,063-911-3339
기독교,하늘시민교회,"전라북도 군산시 하나운안1길 37-1, 4층",전라북도 군산시 나운동837-1번지 4층,
기독교,함께하는교회,전라북도 군산시 공단대로 436,전라북도 군산시 나운동842-9번지 ,
기독교,중앙교회,전라북도 군산시 문화1길 2-12,전라북도 군산시 나운동610-5번지 ,063-466-6635
기독교,우리교회,"전라북도 군산시 공단대로 454, 4층",전라북도 군산시 나운동806-6번지 4층,063-452-0191
기독교,세계로교회,전라북도 군산시 대학로 269,전라북도 군산시 나운동825-8번지 ,
기독교,아름다운교회,전라북도 군산시 상나운로 86,전라북도 군산시 나운동766-28번지 ,
기독교,평화교회(예수생명),전라북도 군산시 하나운2길 31-1,전라북도 군산시 나운동833-4번지 ,
기독교,신광교회,전라북도 군산시 신설1길 19,전라북도 군산시 나운동783-1번지 ,
기독교,신양교회,전라북도 군산시 하신3길 16-4,전라북도 군산시 나운동811-3번지 ,063-467-1583
기독교,주안교회,전라북도 군산시 하신안길 48,전라북도 군산시 나운동814-2번지 ,063-462-3663
기독교,에이스중앙교회,전라북도 군산시 하신3길 28,전라북도 군산시 나운동814-1번지 ,063-461-3311
기독교,한사랑교회,전라북도 군산시 하신2길 29,전라북도 군산시 나운동814-7번지 ,063-461-3422
기독교,소망교회,전라북도 군산시 하신1길 35,전라북도 군산시 나운동817-5번지 ,063-463-2003
기독교,예손교회,전라북도 군산시 하신2길 33-5,전라북도 군산시 나운동815-3번지 ,
기독교,복된교회,전라북도 군산시 하나운2길 27-3,전라북도 군산시 나운동832-8번지 ,063-463-0591
기독교,하늘씨앗교회,전라북도 군산시 나운로 82,전라북도 군산시 나운동834-7번지 ,
기독교,지평선교회,전라북도 군산시 하나운안1길 33,전라북도 군산시 나운동837-7번지 ,063-467-0676
기독교,이레교회,전라북도 군산시 하나운3길 19,전라북도 군산시 나운동835-3번지 ,063-442-3517
기독교,지구촌교회,전라북도 군산시 공단대로 440,전라북도 군산시 나운동838-12번지 ,063-445-0872
기독교,순복음군산교회,전라북도 군산시 하나운안1길 40-1,전라북도 군산시 나운동835-9번지 ,063-463-3124
기독교,새희망교회,전라북도 군산시 하나운안2길 16,전라북도 군산시 나운동839-13번지 ,063-461-0228
기독교,군산교회,전라북도 군산시 하나운안2길 12,전라북도 군산시 나운동839-7번지 ,063-467-5415
기독교,군산은성교회,전라북도 군산시 하나운안1길 30-2,,063-463-9182
기독교,다운교회,전라북도 군산시 하나운3길 22,전라북도 군산시 나운동840-3번지 ,
기독교,예수인교회,전라북도 군산시 상나운로 120,전라북도 군산시 나운동741-14번지 ,465-0316
기독교,생명샘교회,전라북도 군산시 상신5길 21,전라북도 군산시 나운동748-2번지 ,
기독교,풍성한교회,전라북도 군산시 나운우회로 38,전라북도 군산시 나운동731번지 ,463-7001
기독교,은성교회,전라북도 군산시 하나운3길 16,전라북도 군산시 나운동839-5번지 ,
기독교,강복교회,전라북도 군산시 대학로 245,전라북도 군산시 나운동809-1번지 ,063-442-7591
기독교,새남교회,전라북도 군산시 공단대로 342,전라북도 군산시 나운동137-8번지 ,063-465-9216
기독교,주영광교회,전라북도 군산시 공단대로 352,전라북도 군산시 나운동136-1번지 ,
기독교,하은교회,"전라북도 군산시 나운로 99, 3층",전라북도 군산시 나운동365번지 3층,
기독교,새군산교회,전라북도 군산시 나운안길 27,전라북도 군산시 나운동101-12번지 ,063-468-6034
기독교,중부교회,전라북도 군산시 나운안1길 25,전라북도 군산시 나운동101-15번지 ,063-468-6456
기독교,우리교회,전라북도 군산시 나운안1길 36,전라북도 군산시 나운동117-6번지 ,063-471-9192
기독교,반석교회,전라북도 군산시 백토로 192,전라북도 군산시 나운동114-33번지 ,063-471-0191
기독교,생명나무교회,전라북도 군산시 나운4길 17,전라북도 군산시 나운동380번지 ,
기독교,새벽교회,전라북도 군산시 나운3길 4-9,전라북도 군산시 나운동376번지 ,
기독교,수성교회,전라북도 군산시 서수송안2길 15-3,전라북도 군산시 나운동1532-11번지 ,
기독교,주임재교회,전라북도 군산시 신설1길 16,전라북도 군산시 나운동779-19번지 ,063-468-8291
기독교,군산농아인교회,"전라북도 군산시 백토로 116, 501",전라북도 군산시 나운동520-2번지 501호,
기독교,섬돌교회,"전라북도 군산시 나운로40, 5층",전라북도 군산시 나운동816-3번지 5층,
기독교,충진교회,전라북도 군산시 하나운로 118,전라북도 군산시 나운동501-2번지 ,063-461-2970
기독교,낙원장로교회,"전라북도 군산시 나운안3길 10-4, 3층",전라북도 군산시 나운동520-7번지 3층,063-468-9998
기독교,새가나안교회,"전라북도 군산시 나운안2길 11, 2층",전라북도 군산시 나운동522-15번지 2층,070-8836-6753
기독교,혜원교회,전라북도 군산시 나운1길 38-6,전라북도 군산시 나운동1520-1번지 ,063-465-9101
기독교,제자들교회,전라북도 군산시 서수송안2길 17,전라북도 군산시 나운동1531번지 ,063-471-5138
기독교,은파교회,전라북도 군산시 백토로 279,전라북도 군산시 나운동1517번지 ,063-463-5335
기독교,지곡교회,전라북도 군산시 백토로 250,전라북도 군산시 나운동156-5번지 ,063-462-8019
기독교,드림교회,전라북도 군산시 하나운로 13,전라북도 군산시 나운동153-9번지 ,063-462-6063
기독교,안디옥교회,전라북도 군산시 한밭3길 30,전라북도 군산시 나운동1188-34번지 ,063-463-9911
기독교,나운동 교회,전라북도 군산시 한밭1길 40,전라북도 군산시 나운동1188-26번지 ,063-464-8291
기독교,새군산교회,전라북도 군산시 현충로 39,전라북도 군산시 나운동1257-1번지 ,063-463-9190
기독교,산성교회,전라북도 군산시 현충로 34-8,,063-461-6799
기독교,힐링교회,전라북도 군산시 부곡2길 12,전라북도 군산시 나운동868-20번지 ,063-463-1290
기독교,예닮교회,전라북도 군산시 현충로 87-8,전라북도 군산시 나운동1303-2번지 ,
기독교,승리교회,전라북도 군산시 대학로 414,전라북도 군산시 나운동870-1번지 ,063-468-0688
기독교,대양교회,전라북도 군산시 부곡로 18,전라북도 군산시 나운동1255-9번지 ,063-462-2018
기독교,창진교회,전라북도 군산시 현충로30,전라북도 군산시 나운동869-15번지 ,063-462-3613
기독교,하늘비젼교회,전라북도 군산시 현충로34,전라북도 군산시 나운동868-12번지 ,
기독교,군산침례교회,전라북도 군산시 부곡5길 14-2,전라북도 군산시 나운동852-1번지 ,063-467-2888
기독교,소생교회,전라북도 군산시 부곡로 70,전라북도 군산시 미룡동474-20번지 ,
기독교,성민교회,전라북도 군산시 칠성5길 36,전라북도 군산시 미룡동846-4번지 ,063-461-0560
기독교,광명교회,전라북도 군산시 칠성5길 4,전라북도 군산시 미룡동860-7번지 ,063-461-2466
기독교,군산회복교회,전라북도 군산시 미제길 33,전라북도 군산시 미룡동417-7번지 ,063-468-9179
기독교,새빛교회,전라북도 군산시 미제길 42-19,전라북도 군산시 미룡동434번지 ,063-466-2740
기독교,임마누엘교회,전라북도 군산시 한밭1길 33,전라북도 군산시 나운동845-10번지 ,063-471-9182
기독교,양원교회,전라북도 군산시 미제길 10-6,전라북도 군산시 미룡동394-1번지 ,
기독교,은총교회,전라북도 군산시 미제길 10-22,전라북도 군산시 미룡동409번지 ,063-467-8483
기독교,좋은교회,전라북도 군산시 황룡로 35,전라북도 군산시 미룡동376-1번지 ,063-468-2758
기독교,군산정은교회,전라북도 군산시 한밭로 19,전라북도 군산시 나운동1195-59번지 ,063-471-1192
기독교,푸른교회,전라북도 군산시 은파순환길 156-9,전라북도 군산시 미룡동59-46번지 ,063-466-7976
기독교,군산지구촌교회,전라북도 군산시 용둔길 11,전라북도 군산시 미룡동117-1번지 ,
기독교,서해안교회,"전라북도 군산시 의료원로121, 2층",전라북도 군산시 나운동156-7번지 2층,
기독교,지붕있는교회,전라북도 군산시 황룡1길 29,전라북도 군산시 미룡동895-1번지 ,070-8688-0912
기독교,소중한교회,전라북도 군산시 미제길 22,전라북도 군산시 미룡동357-1번지 ,
기독교,주사랑장로교회,전라북도 군산시 미제3길 25,전라북도 군산시 미룡동384번지 ,063-467-9182
기독교,쉴만한물가감리교회,전라북도 군산시 미제4길 13,전라북도 군산시 미룡동378-8번지 ,
기독교,군산 남문교회,전라북도 군산시 용둔길 37,전라북도 군산시 미룡동167번지 ,
기독교,원당교회,전라북도 군산시 원당길 55-6,전라북도 군산시 미룡동604번지 ,063-468-0238
기독교,푸르른 교회,전라북도 군산시 원당길 73-33,전라북도 군산시 미룡동619번지 ,063-468-1114
기독교,신관교회,전라북도 군산시 신촌남길 21,전라북도 군산시 신관동42-10번지 ,063-462-0251
기독교,우리들교회,전라북도 군산시 한밭1길 49,전라북도 군산시 나운동844-4번지 ,
기독교,하원성결교회,전라북도 군산시 개사길 54,전라북도 군산시 개사동20-4번지 ,063-464-9807
기독교,열방교회,전라북도 군산시 신촌북길 44,전라북도 군산시 신관동178-1번지 ,
기독교,성은교회,전라북도 군산시 공단대로 571,전라북도 군산시 소룡동1542-3번지 ,
기독교,주성교회,전라북도 군산시 소룡길 74,전라북도 군산시 소룡동1545-9번지 ,063-467-5020
기독교,다솜교회,전라북도 군산시 칠성6길 170,전라북도 군산시 소룡동1564-6번지 ,063-465-9374
기독교,성락교회,전라북도 군산시 설림안3길 14,전라북도 군산시 소룡동1383-26번지 ,063-446-0084
기독교,풍원교회,전라북도 군산시 풍전2길 25,전라북도 군산시 소룡동855-1번지 ,
기독교,새만금명성교회,전라북도 군산시 분멀안길 49,전라북도 군산시 오식도동658-4번지 ,063-462-9199
기독교,서해중앙교회,전라북도 군산시 설림5길 69,전라북도 군산시 소룡동1536-13번지 ,063-465-1643
기독교,진흥교회,전라북도 군산시 설림2길 34-1,전라북도 군산시 소룡동1348-1번지 ,063-465-2883
기독교,선한목자교회,전라북도 군산시 설림안2길 37,전라북도 군산시 소룡동1377-3번지 ,
기독교,동광교회,전라북도 군산시 해망로 447 3층,전라북도 군산시 소룡동1010번지 성원상떼빌 3층,
기독교,새벽교회,전라북도 군산시 설림5길 28,전라북도 군산시 소룡동1531-2번지 ,063-462-6987
기독교,주마음교회,전라북도 군산시 소룡안1길 11,전라북도 군산시 소룡동1547-7번지 ,063-462-2998
기독교,서부중앙교회,전라북도 군산시 소룡2길 17,전라북도 군산시 소룡동1566-5번지 ,
기독교,기쁨나눔교회,전라북도 군산시 산단남북로 228-7,전라북도 군산시 오식도동592-13번지 ,
기독교,하울교회,전라북도 군산시 설림안2길 95,전라북도 군산시 소룡동1393-162번지 ,070-4791-2073
기독교,우리교회,전라북도 군산시 칠성5길 166,전라북도 군산시 소룡동1563-6번지 ,063-465-1205
기독교,주품교회,전라북도 군산시 동아로 163,전라북도 군산시 소룡동1543-1번지 ,063-466-8291
기독교,하나교회,전라북도 군산시 풍전2길 12-6,전라북도 군산시 소룡동884번지 ,
기독교,주향교회,전라북도 군산시 솔꼬지1길 27,전라북도 군산시 소룡동1054-9번지 ,063-468-9101
기독교,샬롬교회,"전라북도 군산시 칠성4길 186, 가동 101호",전라북도 군산시 소룡동1551-4번지 명성타운 가동 101호,
기독교,라이프교회,"전라북도 군산시 공항로 85, 3층",전라북도 군산시 소룡동1525-13번지 3층,063-467-1296
기독교,예수교회,전라북도 군산시 분멀길 29-15,,
기독교,소망교회,"전라북도 군산시 설림5길 66, 나동 105호",전라북도 군산시 소룡동1528-17번지 소룡빌라 나동 105호,063-461-7251
기독교,건강한교회,"전라북도 군산시 칠성안2길 95, 208호",전라북도 군산시 소룡동1546-4번지 208호,
기독교,벧엘교회,전라북도 군산시 칠성7길 124,전라북도 군산시 소룡동1548-10번지 ,063-465-9111
기독교,부르심교회,전라북도 군산시 공항로 64,전라북도 군산시 소룡동849번지 ,
기독교,신성교회,전라북도 군산시 소룡안2길 33,전라북도 군산시 소룡동1546-12번지 ,063-461-0696
기독교,영광교회,전라북도 군산시 칠성7길 113,전라북도 군산시 소룡동1549-8번지 ,063-466-1610
기독교,은혜로교회,전라북도 군산시 소룡안1길 28,전라북도 군산시 소룡동1572-3번지 ,063-467-8046
기독교,꿈대로되는교회,전라북도 군산시 공항로 32,전라북도 군산시 소룡동895번지 ,063-467-0691
기독교,늘기쁨교회,전라북도 군산시 설림길 6,전라북도 군산시 소룡동1533-17번지 ,
기독교,에바다교회,전라북도 군산시 칠성안2길 102,전라북도 군산시 소룡동1545-8번지 ,
기독교,동행교회,전라북도 군산시 소룡안1길 29,전라북도 군산시 소룡동1573-7번지 ,
기독교,주아내교회,전라북도 군산시 칠성7길 109,전라북도 군산시 소룡동1571-1번지 ,
기독교,예일교회,전라북도 군산시 설림4길 26,전라북도 군산시 소룡동1527-1번지 ,
기독교,은총교회,전라북도 군산시 분멀2길 49,전라북도 군산시 오식도동682번지 ,063-468-0578
기독교,영생교회,전라북도 군산시 거사길 73,전라북도 군산시 개사동592-3번지 ,063-466-2891
기독교,해성교회,전라북도 군산시 공항로 384,전라북도 군산시 산북동2707번지 ,063-466-3177
기독교,헤브론교회,전라북도 군산시 임사길 35,전라북도 군산시 산북동788-7번지 ,
기독교,광성교회,전라북도 군산시 신창안길 49,전라북도 군산시 산북동2642-15번지 ,070-8275-6236
기독교,아펜젤러 순교기념교회,전라북도 군산시 내초안길 12,전라북도 군산시 내초동109-16번지 ,063-467-2478
기독교,외항교회,전라북도 군산시 장전길 32,전라북도 군산시 산북동1643-1번지 ,063-462-1033
기독교,조은교회,전라북도 군산시 칠성안2길 57,전라북도 군산시 산북동3544-5번지 ,063-463-1950
기독교,선목교회,전라북도 군산시 칠성4길 140,전라북도 군산시 산북동3550-9번지 ,
기독교,성지교회,전라북도 군산시 칠성6길 134,전라북도 군산시 산북동3548-3번지 ,063-462-7426
기독교,신실한감리교회,전라북도 군산시 동아로 148,전라북도 군산시 산북동3541번지 ,
기독교,산북교회,전라북도 군산시 동아로 5,전라북도 군산시 산북동3600-4번지 ,063-465-1830
기독교,하영교회,전라북도 군산시 부원로 119,전라북도 군산시 산북동3588-7번지 ,
기독교,양정교회,전라북도 군산시 소룡안1길 41,전라북도 군산시 산북동3537-5번지 ,063-468-7153
기독교,기쁜소식군산교회,전라북도 군산시 소룡안1길 51,전라북도 군산시 산북동3545-1번지 ,063-468-3216
기독교,군산화평교회,전라북도 군산시 원산북1길 14,전라북도 군산시 산북동3596-1번지 ,063-468-3440
기독교,성복중앙교회,전라북도 군산시 칠성2길 39,전라북도 군산시 산북동3622-11번지 ,
기독교,주열방교회,전라북도 군산시 칠성2길 102,전라북도 군산시 산북동3572-15번지 ,063-468-0191
기독교,푸른초장교회,"전라북도 군산시 동아로 145-1, 107동 405호",전라북도 군산시 산북동3542번지 주공 107동 405호,
기독교,성운교회,전라북도 군산시 소룡안1길 52,전라북도 군산시 산북동3546-2번지 ,063-471-8291
기독교,선한교회,전라북도 군산시 동아로 130,전라북도 군산시 산북동1-2번지 ,063-471-7005
기독교,은혜교회,전라북도 군산시 문창2길 19,전라북도 군산시 산북동2927-1번지 ,
기독교,예본교회,"전라북도 군산시 동아로 134, 202호",전라북도 군산시 산북동3541-14번지 202호,471-0690
기독교,회복교회,전라북도 군산시 칠성안4길 39,전라북도 군산시 산북동3637번지 ,063-465-7107
기독교,다움교회,전라북도 군산시 칠성5길 108,전라북도 군산시 산북동3564-5번지 ,
기독교,이웃사랑교회,전라북도 군산시 화흥길 28,전라북도 군산시 산북동420번지 ,
기독교,소망교회,전라북도 군산시 원산북2길 39,전라북도 군산시 산북동3579번지 ,
기독교,예문교회,전라북도 군산시 칠성안4길 39,전라북도 군산시 산북동3637번지 ,
기독교,찬양교회,전라북도 군산시 칠성3길 109,전라북도 군산시 산북동3567-1번지 ,063-462-0433
기독교,푸른초장교회,전라북도 군산시 칠성3길 79,전라북도 군산시 산북동3597-1번지 ,063-466-3574
기독교,주찬양교회,전라북도 군산시 칠성3길 89,전라북도 군산시 산북동3572-4번지 ,063-466-3310
기독교,반석은혜교회,전라북도 군산시 칠성4길 106,전라북도 군산시 산북동3574-11번지 ,063-465-5040
기독교,주성교회,전라북도 군산시 칠성4길 60,전라북도 군산시 산북동3614-6번지 ,063-471-0409
기독교,미성중앙교회,전라북도 군산시 칠성5길 70,전라북도 군산시 산북동3605-1번지 ,063-462-4745
기독교,두란노교회,전라북도 군산시 칠성5길 124,전라북도 군산시 산북동3558번지 ,063-467-2280
기독교,군산한사랑교회,전라북도 군산시 칠성6길 96,전라북도 군산시 산북동3576-6번지 ,063-465-8292
기독교,서군산성결교회,전라북도 군산시 개원길 11-1,전라북도 군산시 산북동1839-1번지 ,063-461-1773
기독교,열린축복교회,"전라북도 군산시 동아로 148, 307호",전라북도 군산시 산북동3541번지 307호,
기독교,천성교회,전라북도 군산시 칠성안2길 51,전라북도 군산시 산북동3545-4번지 ,063-462-9409
사찰,도안사,전라북도 군산시 대야면 내기길 2-7,전라북도 군산시 대야면 죽산리306번지 ,
사찰,광법사,전라북도 군산시 대야면 서악길106-164,전라북도 군산시 대야면 산월리산137번지 ,063-451-2505
사찰,보천사,전라북도 군산시 서수면 내무장길 249,전라북도 군산시 서수면 축동리634-1번지 ,063-453-2306
사찰,상주사,전라북도 군산시 서수면 함안로 57-29,전라북도 군산시 서수면 축동리544번지 ,063-453-7800
사찰,한민족불교,전라북도 군산시 서수면 내무장길 151-90,전라북도 군산시 서수면 축동리715-8번지 ,063-453-2785
사찰,보성사,전라북도 군산시 성산면 창안길 37-29,전라북도 군산시 성산면 창오리산111-1번지 ,063-453-2970
사찰,삼보사,전라북도 군산시 성산면 환동길 26,전라북도 군산시 성산면 도암리602-1번지 ,063-453-4742
사찰,성흥사,전라북도 군산시 성산면 오성로 134-16,전라북도 군산시 성산면 둔덕리140번지 ,063-453-0050
사찰,태고종성흥사,전라북도 군산시 성산면 큰골길 32-65,전라북도 군산시 성산면 둔덕리산26-5번지 ,
사찰,월정사,전라북도 군산시 성산면 십자들로 211,전라북도 군산시 성산면 여방리647번지 ,063-453-0991
사찰,일광사,전라북도 군산시 성산면 수심길 71-26,전라북도 군산시 성산면 여방리697-3번지 ,063-453-9045
사찰,은적사,전라북도 군산시 설림3길 49,전라북도 군산시 소룡동1332번지 ,063-466-4526
사찰,정념사,전라북도 군산시 칠성6길 4,전라북도 군산시 미룡동861-9번지 ,
사찰,내원암,전라북도 군산시 상신안길 9,전라북도 군산시 나운동776-2번지 ,
사찰,관음사,전라북도 군산시 상신4길 25-2,전라북도 군산시 나운동755-1번지 ,063-471-0198
사찰,삼불사,전라북도 군산시 월명안길 45,전라북도 군산시 월명동산19-17번지 ,
사찰,정토법당,"전라북도 군산시 번영로 72, 402~403호",전라북도 군산시 경장동510-15번지 ,
사찰,백운사,전라북도 군산시 월명공원1길 172-11,전라북도 군산시 송풍동산12-7번지 ,063-462-6318
사찰,염불사,전라북도 군산시 월명공원1길 134,전라북도 군산시 송풍동989-2번지 ,063-462-8570
사찰,수도암,전라북도 군산시 회현면 자골길 74,전라북도 군산시 회현면 고사리551번지 ,
사찰,운심사,전라북도 군산시 대야면 오동길 30-28,전라북도 군산시 대야면 산월리751-2번지 ,
사찰,지장암,전라북도 군산시 개정면 원아산2길 135,전라북도 군산시 개정면 아산리산102번지 ,063-451-3960
사찰,성불사,전라북도 군산시 서래내길 34,전라북도 군산시 경암동615-11번지 ,063-445-3266
사찰,불주사,전라북도 군산시 나포면 군둔길226,전라북도 군산시 나포면 장상리838번지 ,063-451-1518
사찰,보탑정사,전라북도 군산시 대야면 탑동길 13-48,전라북도 군산시 대야면 죽산리167-1번지 ,063-451-2410
사찰,정토사(태고종),전라북도 군산시 옥구읍 선제길 115,전라북도 군산시 옥구읍 선제리585-4번지 ,
사찰,보현사,전라북도 군산시 옥구읍 옥구남로 173-9,전라북도 군산시 옥구읍 수산리545-5번지 ,
사찰,금광사,전라북도 군산시 옥산면 대려1길 72-18,전라북도 군산시 옥산면 옥산리372-1번지 ,
사찰,백향사,전라북도 군산시 군산창1길 20-20,전라북도 군산시 금동9-17번지 ,
사찰,혜원사,전라북도 군산시 차독산길 21,전라북도 군산시 신흥동39-10번지 ,
사찰,흥천사,전라북도 군산시 동산길 29,전라북도 군산시 금동2-17번지 ,063-445-3769
사찰,동국사,전라북도 군산시 동국사길 16,전라북도 군산시 금광동135-1번지 ,
사찰,보덕심인당,전라북도 군산시 미원로 9,전라북도 군산시 오룡동942-5번지 ,063-461-5164
사찰,원정사,전라북도 군산시 흥남2길 51-5,전라북도 군산시 동흥남동93-3번지 ,063-445-1756
성당,대야성당,전라북도 군산시 대야면 만경로 1940,전라북도 군산시 대야면 산월리377-1번지 ,063-451-9451
성당,옥봉성당,전라북도 군산시 옥서면 옥봉초교길 13,전라북도 군산시 옥서면 옥봉리74-12번지 ,063-471-2004
성당,미룡동성당,전라북도 군산시 미제1길 9,전라북도 군산시 미룡동416-5번지 ,063-464-5171
성당,나운동성당,전라북도 군산시 한밭3길 20,전라북도 군산시 나운동1188-21번지 ,063-463-8788
성당,지곡성당,전라북도 군산시 의료원로 99-4,전라북도 군산시 지곡동289-26번지 ,063-467-7500
성당,수송동성당,전라북도 군산시 남수송5길 43,전라북도 군산시 수송동785-1번지 ,063-461-0091
성당,월명동성당,전라북도 군산시 구영6길 5,전라북도 군산시 월명동16-11번지 ,063-443-2581
성당,둔율동성당,전라북도 군산시 둔배미길 24,전라북도 군산시 둔율동156-2번지 ,063-443-2461
성당,조촌동성당,전라북도 군산시 조촌4길 84,전라북도 군산시 조촌동836-11번지 ,063-451-1401
성당,축동성당,전라북도 군산시 축동안2길 51,전라북도 군산시 수송동921번지 ,063-467-5630
성당,팔마성당,전라북도 군산시 서래내길 9,전라북도 군산시 경장동463-9번지 ,063-442-4044
성당,소룡동성당,전라북도 군산시 칠성로 181,전라북도 군산시 소룡동1564-8번지 ,063-466-3433
성당,오룡동성당,전라북도 군산시 오룡안1길 19,전라북도 군산시 오룡동856-1번지 ,063-463-7212
